id,Disctrict,AC,Block,No,GP Name,Total Detail Entered (With +ACY- Without Toilet) BLS+AC0-2012,BPL (2012),+ACI-Identified(APL, 2012)+ACI-,+ACI-UnIdentified (APL, 2012)+ACI-,+ACI-Total (UnIdentified  Identified, APL, 2012)+ACI-,Total (BPL+APL//Q-),Total HH Identified,of HH entered by name,+ACI- of Households covered 2014+AC0-2015 (including unapproved)+ACIAIg-+ACI-,+ACI- of Households Covered after Survey 2012+ACIAIg-+ACI-,of HH reported by name
25,Pashchim Champaran,Chanpatiya,Chanpatiya,13,KURWA MATHIA ,3169,916,991,177,1168,2084,1907,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
26,Pashchim Champaran,Chanpatiya,Chanpatiya,14,LAKHAURA ,3103,1094,225,77,302,1396,1319,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
27,Pashchim Champaran,Chanpatiya,Chanpatiya,15,LALGARH ,2788,1202,788,72,860,2062,1990,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
28,Pashchim Champaran,Chanpatiya,Chanpatiya,16,LOHIARIYA ,2753,1307,798,105,903,2210,2105,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
29,Pashchim Champaran,Chanpatiya,Chanpatiya,17,MAHANA KULI ,2689,823,784,141,925,1748,1607,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
30,Pashchim Champaran,Chanpatiya,Chanpatiya,18,MUSHAHARI SENWARIA ,2650,1531,488,68,556,2087,2019,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
31,Pashchim Champaran,Chanpatiya,Chanpatiya,19,PASHCHMI TURHAPATTI ,1949,722,787,55,842,1564,1509,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
32,Pashchim Champaran,Chanpatiya,Chanpatiya,20,PURBI TURHA PATTI ,1630,1036,229,0,229,1265,1265,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
33,Pashchim Champaran,Chanpatiya,Chanpatiya,21,RANIPUR RAMPURWA ,3118,1211,930,245,1175,2386,2141,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
34,Pashchim Champaran,Chanpatiya,Chanpatiya,22,SIRISIYA ,2902,1464,830,16,846,2310,2294,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
35,Pashchim Champaran,Chanpatiya,Chanpatiya,23,TUNIA BISHUNPUR ,3868,2606,288,0,288,2894,2894,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
36,Pashchim Champaran,Chanpatiya,Chanpatiya,24,UTTARI GHOGHA ,2194,898,197,546,743,1641,1095,No.of HH entered by name +AFs-2013+AC0-14+AF0-,No. of Households covered 2014+AC0-2015 (including unapproved),Total No. of Households Covered after Survey 2012,No.of HH reported by name +AFs-2015+AC0-16+AF0-
